Ano,Roraima - Desemprego
2008,8.015089544092227
2009,8.046320794715072
2010,8.009228631606366
2011,7.996818724830861
2012,8.651837098087098
2013,9.551097733773972
2014,10.328300066137949
2015,10.723766652401402
2016,10.764100540189439
2017,10.533541976149433
2018,10.64220167334523
2019,10.430271500792678
2020,9.898626399748867
2021,9.503368464811988
2022,9.643865066543418
