Ano,Piauí - Desemprego
2008,7.951466346784791
2009,7.981121100802563
2010,7.946167154199016
2011,7.934311853467493
2012,9.098664835164836
2013,9.87481132042318
2014,10.508944601657928
2015,10.965400703926441
2016,11.203809124569577
2017,11.173036328163327
2018,11.037275293038633
2019,11.015948601022505
2020,10.881622303721771
2021,10.793164693499337
2022,10.871213005300795
