Ano,São Paulo - Desemprego
2014,11.415799906732744
2015,11.865645969810474
2016,11.874466035916857
2017,11.486715671668954
2018,11.319292895354122
2019,11.198875878259976
2020,11.04448088091166
2021,10.845148565088609
2022,10.85438022546187
