Ano,Roraima - IDH Longevidade
2014,0.757094324821128
2015,0.7669888318133992
2016,0.766896907432799
2017,0.7662511717448717
2018,0.7650921873580419
2019,0.763373295299682
2020,0.7611345039632895
2021,0.7591467315963158
2022,0.7604327981050717
