Ano,Roraima - IDH
2014,0.7354273341961278
2015,0.7362600428929447
2016,0.7351927740650305
2017,0.7336648444345787
2018,0.7325434666559041
2019,0.7300474181700771
2020,0.7283244561855388
2021,0.727353952202406
2022,0.7299315842208064
