,Alagoas - IDH,Alagoas - Depósito Poupança (R$),Alagoas - Consumo de Cimento (t),Alagoas - IDH Longevidade,Alagoas - value,Alagoas - IDH Renda,Alagoas- custo m2 (R$),Alagoas - Desemprego,Alagoas - Produção de Cimento (t),Alagoas - PIB - Estadual,Alagoas - PIB - Construção Civil,Alagoas - PIB - Per Capita,Alagoas - PIB - Preços de Mercado,Alagoas - IDH Educacao,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-11,0.6392706477598902,1630833.4845174884,27.789,0.7325828573671082,0.3051508756924334,0.5916978398202601,11917.334485317331,8.710469400638047,32.33007134043521,26220999.823512506,1317570.533415388,7.598558838055103,23696153.83571825,0.5791361674723509,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617
2003-12,0.6396817617215225,1634481.230967004,30.032,0.7330329844145147,0.305649655034885,0.5920693833765239,11974.185596428442,8.70494424805293,32.801182451546325,26252571.55377148,1318965.0459063917,7.600770431918741,23705881.442534342,0.5796493919599133,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297
2004-1,0.6400928756831548,1638128.97741652,24.166,0.7334831114619211,0.3060787825032064,0.5924409269327878,12028.679109941955,8.699419095467816,33.22953380289767,26284143.28403045,1320359.5583973953,7.602982025782379,23715609.04935043,0.5801626164474757,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063
2004-2,0.6404658393021473,1638700.6522114908,21.774,0.7338834431973472,0.3064407484719454,0.5927894054088177,12082.189899415642,8.696667609845514,33.42384959237136,26313783.67061336,1321696.45338974,7.605139734527735,23724347.57242418,0.5806507804247513,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674
2004-3,0.6408388029211398,1639272.3270064616,28.228,0.7342837749327734,0.3065296819039315,0.5931378838848476,12134.512207107948,8.693916124223213,33.747926515448285,26343424.057196267,1323033.3483820849,7.607297443273091,23733086.09549793,0.581138944402027,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,0.6412117665401323,1639844.0018014326,25.525,0.7346841066681995,0.3067520016375989,0.5934863623608775,12184.60120710795,8.691164638600911,33.934351515448284,26373064.443779174,1324370.2433744296,7.609455152018446,23741824.61857168,0.5816271083793025,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,0.6415847301591249,1640415.6765964034,26.207,0.7350844384036256,0.3069103464012118,0.5938348408369074,12241.502426620144,8.68841315297861,34.150863710570235,26402704.830362085,1325707.1383667744,7.611612860763802,23750563.141645428,0.5821152723565781,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,0.6419576937781174,1640987.351391374,19.604,0.7354847701390518,0.3071095409841715,0.5941833193129372,12296.913379001096,8.685661667356309,33.91467323437976,26432345.216944996,1327044.0333591192,7.613770569509159,23759301.66471918,0.5826034363338537,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,0.6423306573971099,1641559.0261863451,25.229,0.7358851018744779,0.3073504423623796,0.5945317977889671,12350.73663481505,8.682910181734007,33.80244067624022,26461985.6035279,1328380.9283514642,7.615928278254515,23768040.187792927,0.5830916003111293,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,0.6427036210161023,1642130.700981316,22.412,0.736285433609904,0.3075319877770828,0.5948802762649971,12395.857771178686,8.680158696111706,33.87289522169477,26491625.990110807,1329717.823343809,7.618085986999871,23776778.71086668,0.583579764288405,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,0.6430765846350949,1642702.3757762867,27.37,0.7366857653453301,0.3072407854013247,0.5952287547410269,12437.916660067576,8.677407210489404,34.32496188836144,26521266.376693714,1331054.7183361538,7.620243695745227,23785517.23394043,0.5840679282656805,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,0.6434495482540874,1643274.0505712577,26.452,0.7370860970807562,0.3072961782622243,0.5955772332170568,12478.705573111054,8.674655724867103,34.85091841010057,26550906.76327662,1332391.6133284986,7.622401404490583,23794255.757014178,0.5845560922429561,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,0.6438225118730799,1643845.7253662285,26.598,0.7374864288161823,0.3072973515725117,0.5959257116930867,12517.161317791906,8.671904239244801,34.74370564414312,26580547.149859533,1333728.508320843,7.624559113235938,23802994.28008793,0.5850442562202318,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,0.6441954754920725,1644417.4001611993,30.97,0.7378867605516085,0.307243493800942,0.5962741901691165,12550.547151125238,8.6691527536225,34.912413977476454,26610187.53644244,1335065.403313188,7.626716821981295,23811732.80316168,0.5855324201975074,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,0.644568439111065,1644989.07495617,29.095,0.7382870922870346,0.3069340510771136,0.5966226686451465,12581.844498064012,8.666401268000198,34.97141397747645,26639827.923025347,1336402.298305533,7.628874530726651,23820471.32623543,0.586020584174783,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,0.6449041349790676,1652848.520301896,25.241,0.7386386366146048,0.3065769037145691,0.5969496141646363,12642.549822514296,8.659865887634188,35.17257671171067,26667447.21435201,1337338.275680708,7.6309139207299985,23828403.651147854,0.5864834847388545,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
