,Mato Grosso Do Sul - Consumo de Cimento (t),Mato Grosso do Sul- custo m2 (R$),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Mato Grosso do Sul - IDH,Mato Grosso Do Sul - Produção de Cimento (t),Mato Grosso do Sul - IDH Educacao,Mato Grosso do Sul - IDH Longevidade,Mato Grosso do Sul - Desemprego,Mato Grosso do Sul - value,Mato Grosso do Sul - PIB - Estadual,Mato Grosso do Sul - PIB - Construção Civil,Mato Grosso do Sul - PIB - Per Capita,Mato Grosso do Sul - PIB - Preços de Mercado,Mato Grosso do Sul - Depósito Poupança (R$),Mato Grosso do Sul - IDH Renda,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2004-3,43.734,11582.49487721609,2.2328647644928696,952.882771406401,1364.717429567498,23.14390411528527,16.687275551642916,69.50408107653608,3.4531811384159954,0.7428028858426667,54.3922291143917,0.6745773537995934,0.7998594226295239,8.174712872392542,0.2677493998832078,46434572.63275197,2174109.468063866,16.247918116585996,39804947.88232355,1658791.382598915,0.7762946654846556,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,36.187,11629.328377216092,2.312958190883636,953.8051432127962,1283.2956429319809,22.05634571233649,15.843060695767136,70.22988059917951,3.5944044121979464,0.7428861276762662,53.9429541143917,0.6748424853729938,0.8001236970480969,8.172991655916123,0.2649849888921384,46491467.36603865,2175451.742987579,16.252572896554305,39823105.729491286,1649891.8514996823,0.7759730359011665,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,33.413,11673.843011362436,2.199288199067281,954.7793211136348,1281.8908348985626,21.383652709615653,14.125171021010487,66.69481510920143,3.763013480514242,0.7429693695098655,54.44280777292828,0.6751076169463943,0.80038797146667,8.171270439439702,0.2621795221888248,46548362.09932532,2176794.017911293,16.257227676522614,39841263.576659024,1640992.32040045,0.7756514063176774,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,39.588,11712.39991612434,2.49910389159429,954.776868289534,1321.6111330826825,22.025476540137856,12.961003406497351,61.0063671136671,3.86718395017141,0.7430526113434648,54.52864110626162,0.6753727485197949,0.800652245885243,8.169549222963283,0.2592501528488055,46605256.83261199,2178136.2928350065,16.261882456490927,39859421.42382677,1632092.7893012175,0.7753297767341881,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,42.637,11747.176427752249,2.7096694913686457,954.2547836276776,1364.1917257877217,22.45072901404153,12.786783653043376,59.28807489879744,4.005022485491308,0.7431358531770642,54.4861527341686,0.6756378800931954,0.800916520303816,8.167828006486864,0.2561939759740882,46662151.56589867,2179478.5677587204,16.266537236459236,39877579.27099451,1623193.258201985,0.775008147150699,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,44.213,11780.908473206791,2.865397035453526,953.535861930674,1437.570028048118,23.22386032032709,13.046646981297384,57.7701338898847,3.943257863089284,0.7432190950106635,54.24426637053222,0.6759030116665958,0.801180794722389,8.166106790010444,0.2530080276416261,46719046.29918534,2180820.842682434,16.271192016427545,39895737.118162245,1614293.7271027523,0.7746865175672099,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,42.226,11811.978917651237,3.211142759991425,952.4885628461648,1478.5993633473288,23.86413767485269,14.246882794364485,59.7820457894293,3.8014763386337984,0.7433023368442628,53.67104414831,0.6761681432399964,0.801445069140962,8.164385573534025,0.249689283872054,46775941.032472014,2182163.117606147,16.275846796395857,39913894.96532999,1605394.19600352,0.7743648879837206,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,36.618,11840.050004607758,3.01514085231338,951.567281948213,1476.6762856696453,23.950174646990657,16.009166959349084,65.24249540568003,3.681883443795604,0.7433855786778621,53.99695719178827,0.6764332748133969,0.801709343559535,8.162664357057604,0.2462389094669999,46832835.765758686,2183505.392529861,16.280501576364166,39932052.81249773,1596494.6649042876,0.7740432584002315,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,37.872,11866.309579075842,3.3038999680263914,951.0945285949472,1525.107365988489,24.425813783385188,16.85727419160825,66.48173577763099,3.449693389232536,0.7434688205114615,54.147638042852094,0.6766984063867973,0.8019736179781081,8.160943140581185,0.2425927909690656,46889730.49904536,2184847.6674535745,16.285156356332475,39950210.659665465,1587595.133805055,0.7737216288167423,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,39.746,11891.691037409177,3.352553753265542,950.8957910114,1531.9164815973552,24.69011038665872,17.551133314330592,67.9364525859675,3.302335100340558,0.7435520623450609,54.17759637618544,0.6769635379601979,0.8022378923966811,8.159221924104765,0.2388164594999515,46946625.23233204,2186189.9423772884,16.289811136300788,39968368.50683321,1578695.6027058223,0.7733999992332531,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,33.55,11915.590425164277,2.902909693173353,951.1317237600437,1491.5511239379698,24.77658543099762,17.880451168949406,68.77133712064962,3.211479157952532,0.7436353041786602,54.40706576394054,0.6772286695335984,0.8025021668152541,8.157500707628346,0.2349200752233791,47003519.96561871,2187532.217301002,16.294465916269097,39986526.35400095,1569796.07160659,0.773078369649764,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,33.682,11965.890597106409,2.9781667713851023,951.7453652170332,1507.908140361252,24.620844191232106,17.19203631717188,66.49060713523053,3.2628365334004497,0.743717529016747,54.11389241218421,0.6774943122299731,0.8027176718010971,8.150218748259833,0.2308809621469646,47061875.45095291,2189445.128363326,16.301790985016837,40009886.17135156,1578195.100921336,0.7727802162379251,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,40.149,12015.564720752222,2.750026314722061,952.4603522231364,1443.100714495018,24.132800774439257,16.723690260279607,66.32009867837967,3.335022373723757,0.7437997538548338,54.469508301286886,0.677759954926348,0.8029331767869401,8.142936788891319,0.2267257316932494,47120230.93628712,2191358.039425651,16.309116053764576,40033245.98870218,1586594.1302360815,0.7724820628260863,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,39.205,12064.654854479995,2.416028888436629,953.5525821658266,1375.3523919653348,23.14696391739409,15.461186874677852,65.01036993274884,3.5801969765265795,0.7438819786929206,54.78532194474009,0.6780255976227227,0.8031486817727832,8.135654829522807,0.2232021856705588,47178586.42162132,2193270.9504879755,16.316441122512316,40056605.80605279,1594993.1595508277,0.7721839094142475,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,38.897,12113.159553619123,2.2396717666715427,954.0638261469908,1385.7280166967053,22.660361240847543,13.895555608368708,61.189352346766086,3.827526608570696,0.7439642035310073,54.873894175669015,0.6782912403190975,0.8033641867586262,8.128372870154294,0.2197146961885027,47236941.90695553,2195183.8615503,16.323766191260052,40079965.6234034,1603392.1888655734,0.7718857560024087,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,40.481,12157.799872937734,2.068953059182118,954.5416461543938,1349.4481103686123,22.14113774204709,13.144045755447005,60.35335319879804,4.057086788280118,0.7440464283690942,54.82745134304899,0.6785568830154723,0.8035796917444692,8.12109091078578,0.2167676025986471,47295297.392289735,2197096.772612625,16.331091260007792,40103325.44075401,1611791.218180319,0.7715876025905699,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,41.787,12203.223144351276,1.8440643407793509,954.3440566094184,1347.5753960803129,22.20800089833267,13.248153052719283,60.59258554613785,4.113215391685491,0.7441286532071809,55.26650627574964,0.6788225257118471,0.8037951967303123,8.113808951417267,0.2142169363796009,47353652.877623945,2199009.683674949,16.33841632875553,40126685.25810462,1620190.247495065,0.771289449178731,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,51.05,12248.735047373651,1.8704940912755104,953.3663247737936,1364.7015144888096,22.82263862264224,14.148123094350176,61.90034082052206,3.983911941359607,0.7442108780452678,55.56904488383788,0.6790881684082218,0.8040107017161553,8.106526992048755,0.2125028913111962,47412008.36295815,2200922.5947372736,16.34574139750327,40150045.07545524,1628589.276809811,0.7709912957668922,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,40.518,12295.20572010057,2.1003210093181908,952.5135231183294,1362.8154771190268,23.153357588090635,15.696032120765349,66.10953349035204,3.8870514743079454,0.7442931028833546,55.7110625961728,0.6793538111045967,0.8042262067019983,8.09924503268024,0.211162767557457,47470363.84829235,2202835.5057995985,16.35306646625101,40173404.89280585,1636988.3061245566,0.7706931423550534,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,37.686,12341.979591466938,2.151017041266811,951.6999430097468,1405.9024155500415,23.90502967567188,17.085732489901968,68.53010724936051,3.569630914861844,0.7443753277214413,56.09236019997776,0.6796194538009714,0.8044417116878413,8.091963073311728,0.2105489555480718,47528719.33362656,2204748.416861923,16.360391534998747,40196764.71015646,1645387.3354393025,0.7703949889432146,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,41.135,12390.606392981235,2.277000782417182,951.1327044331574,1424.7393775675853,24.14759943759868,17.800862495890584,70.3368772310216,3.370678867186993,0.7444575525595282,56.572901572407794,0.6798850964973462,0.8046572166736843,8.084681113943216,0.211371185384386,47587074.81896076,2206661.327924248,16.367716603746487,40220124.52750708,1653786.3647540484,0.7700968355313758,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,41.341,12439.774161290285,2.4935056238473634,950.9654849347957,1442.6140283040097,24.41422752744922,18.53643219143498,72.1224306175001,3.188446275595406,0.7445397773976149,56.81214087372123,0.680150739193721,0.8048727216595274,8.077399154574701,0.2123986802721512,47645430.30429497,2208574.2389865723,16.375041672494227,40243484.34485769,1662185.394068794,0.769798682119537,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,43.106,12490.133006503604,2.347839165547936,951.2002528415002,1430.320286438218,24.40627960787987,18.785040611668887,73.1050494339232,3.0436672943149152,0.7446220022357017,57.10705512676217,0.6804163818900958,0.8050882266453704,8.070117195206189,0.2136657858710725,47703785.789629176,2210487.1500488967,16.382366741241967,40266844.162208304,1670584.42338354,0.7695005287076981,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,32.601,12539.848943428393,2.1451612167927023,951.9477625409672,1420.783649612585,23.60497007438577,17.87536035871086,72.49401966919865,3.066129480626952,0.7447031896729832,57.232539058436586,0.6806816667638858,0.8052557788596544,8.067675008786935,0.2151791002168329,47758211.521990016,2212053.7718505724,16.388870909486794,40287537.276588805,1705237.9753050376,0.7692244262412468,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,42.728,12590.210339860772,1.95190522442458,952.8875334554616,1391.0429190159134,23.09608679800842,16.852284089680648,70.30230333950513,3.2391176068099847,0.7447843771102648,57.69051084693359,0.6809469516376758,0.8054233310739385,8.06523282236768,0.216782878924466,47812637.254350856,2213620.393652248,16.395375077731625,40308230.3909693,1739891.5272265351,0.7689483237747953,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,37.874,12640.6141248127,1.635105167364182,953.8744870075687,1361.887959822781,22.53232975063823,15.242058247187323,66.30505397413873,3.490740008965062,0.7448655645475464,57.75774108637321,0.6812122365114658,0.8055908832882226,8.062790635948426,0.2184815213538794,47867062.986711696,2215187.0154539235,16.401879245976453,40328923.5053498,1774545.0791480325,0.7686722213083439,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,42.09,12699.118935988145,1.7896979848993932,954.525681046142,1373.296498233234,22.19007001680801,13.417773708175366,61.2905416939135,3.721427176086103,0.7449467519848278,58.513144902127934,0.6814775213852559,0.8057584355025066,8.060348449529172,0.2198630832408536,47921488.71907253,2216753.6372555997,16.40838341422128,40349616.6197303,1809198.63106953,0.7683961188418925,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,41.427,12759.609260980504,2.2042916728602124,954.5170839585556,1363.2294019731992,22.52491980376951,12.984156298805477,58.74764532673247,3.9125056103068414,0.7450279394221093,58.937702802723855,0.6817428062590458,0.8059259877167906,8.057906263109917,0.2214076457113032,47975914.45143337,2218320.2590572746,16.41488758246611,40370309.7341108,1843852.182991028,0.768120016375441,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,44.939,12820.747002712264,2.45177545120816,954.024729358127,1398.091296571596,22.918037460506504,13.21166326058009,58.41702277908087,3.89614085248586,0.7451091268593909,59.33537753122309,0.6820080911328359,0.8060935399310747,8.055464076690663,0.2230435129125787,48030340.18379421,2219886.8808589503,16.42139175071094,40391002.848491296,1878505.734912525,0.7678439139089897,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
