Ano,Tocantins - IDH Educacao
2008,0.7003637715316232
2009,0.7041451588387488
2010,0.7074519219673261
2011,0.7102756143645286
2012,0.7118579501683501
2013,0.7148461126823794
2014,0.7168332887392443
2015,0.7158193961341813
2016,0.7296687952476504
2017,0.7302750493610731
2018,0.7303909629393526
2019,0.7294265050247483
2020,0.7278289145724526
2021,0.7246315431699485
2022,0.7239616834581256
