Ano,Tocantins
2014,0.7248048638468014
2015,0.7357651861991124
2016,0.7362892940353952
2017,0.7364974116749767
2018,0.7361789945545201
2019,0.735013448604931
2020,0.7335601257508337
2021,0.7316110462736368
2022,0.7316665959348765
