Ano,Tocantins - IDH Renda
2008,0.6731818585551193
2009,0.6748128684265626
2010,0.6760072807890183
2011,0.6767735055526489
2012,0.6768692996632996
2013,0.6771084079685745
2014,0.6768674419659558
2015,0.6756063954631187
2016,0.6838592313691771
2017,0.684300979675466
2018,0.6840556141914175
2019,0.6827879427542736
2020,0.6818595739137531
2021,0.6810286260877306
2022,0.6807585011866152
