Ano,Espírito Santo
2014,0.8664973196127949
2015,0.8802491892944598
2016,0.8800900246848653
2017,0.8794618451107623
2018,0.8783220128481042
2019,0.8766240140161138
2020,0.8743171061993968
2021,0.8724368431266147
2022,0.8732038288653978
