Ano,Espírito Santo - IDH Longevidade
2008,0.8616385148446122
2009,0.8641092584969632
2010,0.8660246415562404
2011,0.8673969618007412
2012,0.8681091905723908
2013,0.8685349564534234
2014,0.8684128694912085
2015,0.867780608615476
2016,0.8794397841029545
2017,0.8787524917486778
2018,0.8775481728167392
2019,0.8757798248909883
2020,0.873396172608351
2021,0.8714321883000192
2022,0.8721078417818391
