Ano,Espírito Santo - Desemprego
2008,7.934578195851403
2009,7.96430040151714
2010,7.927576087415909
2011,7.917309809937
2012,9.395868233618232
2013,9.956265473824983
2014,10.450154935788362
2015,10.942052081269898
2016,10.97922903867143
2017,10.448735370539353
2018,10.241457801888052
2019,10.168768923132168
2020,10.043677545837763
2021,9.839044980104955
2022,9.820790798499232
