Ano,Espírito Santo
2014,0.7737013512521046
2015,0.7789644613971152
2016,0.779233957887762
2017,0.7792552267866494
2018,0.7791875201308902
2019,0.7783863855973348
2020,0.7770578751970926
2021,0.7756995002150101
2022,0.7761267275072838
