Ano,Maranhão - IDH Longevidade
2014,0.7384198457491582
2015,0.747557239191154
2016,0.7469715336630771
2017,0.7458780367233568
2018,0.7442305855163892
2019,0.7419788205633338
2020,0.7391587133418187
2021,0.7374458691001657
2022,0.7394864026547263
