Ano,Maranhão - IDH
2014,0.6642362895412458
2015,0.6778164711107286
2016,0.6786179684844312
2017,0.6784923292557431
2018,0.677900722824447
2019,0.6771644248993968
2020,0.6756339180720691
2021,0.6735097288058935
2022,0.6732833405155202
