Ano,Maranhão - IDH Renda
2014,0.5939886077651515
2015,0.6075006224001377
2016,0.6070006789819683
2017,0.6062734679803291
2018,0.6053892377967227
2019,0.6046973503236974
2020,0.6038516548985791
2021,0.6022927144348135
2022,0.6022284157470693
