Ano,Espírito Santo - IDH Educacao
2014,0.7263537112373738
2015,0.7352425446854912
2016,0.736082776020536
2017,0.7364539374769482
2018,0.7369497499748529
2019,0.7363997272452939
2020,0.7359815206312296
2021,0.7339798406886142
2022,0.7332507352966701
