Ano,Espírito Santo - IDH Renda
2014,0.7370113241582491
2015,0.7309135616085093
2016,0.7309057035729193
2017,0.7312607675340937
2018,0.7316481100371931
2019,0.7313433927678471
2020,0.7299200648376515
2021,0.7296400707319833
2022,0.7309709862530728
