Ano,Bahia - IDH Renda
2014,0.6584284996527777
2015,0.6633759904987374
2016,0.6626828987258953
2017,0.6627449804282494
2018,0.6616308877399084
2019,0.661415513898082
2020,0.6603623787979075
2021,0.6586680495977173
2022,0.6596378722884189
