Ano,Bahia - IDH Longevidade
2014,0.7857958945075757
2015,0.797084063756887
2016,0.7965462513711494
2017,0.7955959105867086
2018,0.7941955388218639
2019,0.792304224169306
2020,0.7899682445483339
2021,0.7880562667800006
2022,0.7895159273963642
