Ano,IGP-DI
2003,1.0365342950716354
2003,0.9934494214635805
2003,0.9730199952886446
2003,0.940488752580393
2003,0.9174932274418915
2003,0.9127593777790711
2003,0.9100665913481976
2003,0.8898926477529421
2003,0.8665147784673063
2003,0.8493838484375612
2003,0.8382390949358776
2003,0.8211746264022252
2004,0.8146624868021721
2004,0.7877508194696684
2004,0.7462153668542578
2004,0.7161196882161044
2004,0.6877653033067546
2004,0.6580265037168356
2004,0.6207840323429428
2004,0.5909034137973287
2004,0.5537026055994817
2004,0.5450174136197448
2004,0.5310516981315352
2004,0.5059456433043616
2005,0.49218289045164315
2005,0.479032861785929
2005,0.4648610952618953
2005,0.4371435666899209
2005,0.41972835881460513
2005,0.4199780553732319
2005,0.42665598756903106
2005,0.45332107728782356
2005,0.48441145340078035
2005,0.4945726100320757
2005,0.4959029929217597
2005,0.5121818479826961
2006,0.5246513831169914
2006,0.5117940136540285
2006,0.5216724461884032
2006,0.5491307539299164
2006,0.5836820001689738
2006,0.6123741776559579
2006,0.6206261710016543
2006,0.6093984595457096
2006,0.6087555012956766
2006,0.6272259685547825
2006,0.6138016533493752
2006,0.5948781830476984
2007,0.5915910920220523
2007,0.5821912594010402
2007,0.5624597981278792
2007,0.5607781390026951
2007,0.5641176200703027
2007,0.557268421320419
2007,0.5417029185846474
2007,0.5383365294217008
2007,0.5168062325264737
2007,0.492773472916794
2007,0.4788592048124005
2007,0.45483790301425037
2008,0.44427986332101677
2008,0.4446804445496704
2008,0.44841282069039773
2008,0.44732588955778535
2008,0.4544319127338644
2008,0.4203655844188621
2008,0.3823654090466765
2008,0.37709478125167706
2008,0.4025579714905743
2008,0.412023328025164
2008,0.41763143740211056
2008,0.41995449421951336
2009,0.44536421485567285
2009,0.4617677479747263
2009,0.47441216610888315
2009,0.49996221443502614
2009,0.4981088282193594
2009,0.49043517940607484
2009,0.4945814397751699
2009,0.519129981023956
2009,0.5322073984035939
2009,0.5355829324010861
2009,0.5460484315742349
2009,0.5427257627326397
2010,0.5528867394615864
2010,0.5359195328522104
2010,0.5269652285318539
2010,0.5365275225694347
2010,0.5422255150798765
2010,0.526058037576734
2010,0.5522966590697518
2010,0.5776013784579778
2010,0.5772035539111675
2010,0.5519922392666898
2010,0.5389303803124353
2010,0.5226303587391766
2011,0.5232972131171288
2011,0.5089693151224648
2011,0.49666730628874517
2011,0.483448023435273
2011,0.4794375297414004
2011,0.4943626052826666
2011,0.4999529609128011
2011,0.5104707470584671
2011,0.5256001504469264
2011,0.5230163290600557
2011,0.5203108881755449
2011,0.5250917546367961
2012,0.5361604483491258
2012,0.547043585265198
2012,0.5760461169470958
2012,0.5748028697718967
2012,0.5455839993066408
2012,0.5142239683724931
2012,0.48867633430710034
2012,0.4575820419650054
2012,0.4292143004039244
2012,0.420275744209899
2012,0.44717948920874
2012,0.4479600832678483
2013,0.44664028172761716
2013,0.44956565047477
2013,0.4689655756860415
2013,0.48084921383700674
2013,0.4901839320084706
2013,0.49775018511596186
2013,0.4941458500105189
2013,0.49933345999210493
2013,0.518698005154016
2013,0.5267204103521198
2013,0.5382245752764477
2013,0.5418554668499356
2014,0.559340440568571
2014,0.5677726853077433
2014,0.5596242995943259
2014,0.5364320176075347
2014,0.5495264900123437
2014,0.5920559285981742
2014,0.5985422951333923
2014,0.620784457599235
2014,0.6235028742448315
2014,0.6297128451395438
2014,0.6229666635258632
2014,0.620227626267029
2015,0.6247636985731346
2015,0.6159498907536554
2015,0.6007740589226123
2015,0.5534640279682566
