Ano,Rondônia - IDH Longevidade
2014,0.7518989032933501
2015,0.7604236609169345
2016,0.7596439937275649
2017,0.7585207204300708
2018,0.7570226041055318
2019,0.7551155681151255
2020,0.7527624379437733
2021,0.7511953868477529
2022,0.7530313311066394
