Ano,Roraima
2014,0.7342495120791246
2015,0.7402512217133457
2016,0.7386376964145588
2017,0.7356956688158824
2018,0.7331225477991444
2019,0.7294064157808848
2020,0.7259888172155108
2021,0.722987800598739
2022,0.7275321461077152
