Ano,Sergipe - IDH Renda
2014,0.6682381738320707
2015,0.673638355851125
2016,0.6730600245648636
2017,0.6721563904343966
2018,0.6723524259284327
2019,0.6720208282855629
2020,0.6711136308569777
2021,0.6696694154803393
2022,0.670366635069461
