Ano,Ceará
2014,10.652421549511569
2015,11.02042138876712
2016,11.073199109384769
2017,10.712886962148009
2018,10.581165647781187
2019,10.594940633117183
2020,10.540016651612577
2021,10.393444808110676
2022,10.36716383095965
