Ano,Ceará
2014,0.7091028860690236
2015,0.7279856124617387
2016,0.7315297590491693
2017,0.7336688280536393
2018,0.7353659942403339
2019,0.7349447209894552
2020,0.7344851501703147
2021,0.7316201638221614
2022,0.7284947241696306
