Ano,Ceará - Desemprego
2008,8.024047129142335
2009,8.0521454513131
2010,8.017491071641157
2011,8.006912082096214
2012,9.818853988603989
2013,10.221863967838592
2014,10.652421549511569
2015,11.02042138876712
2016,11.073199109384769
2017,10.712886962148009
2018,10.581165647781187
2019,10.594940633117183
2020,10.540016651612577
2021,10.393444808110676
2022,10.36716383095965
