Ano,Goiás - IDH 
2014,0.7531273118792088
2015,0.7563193702374119
2016,0.7564393129862675
2017,0.755751977803201
2018,0.7549112485125828
2019,0.7534486347409995
2020,0.7515803288083631
2021,0.7509967223363961
2022,0.7522691516397049
