Ano,Goiás - IDH
2008,0.7507527127324438
2009,0.7514786704050409
2010,0.7520875492317198
2011,0.7525814426383853
2012,0.7527234801346802
2013,0.7534504368125702
2014,0.753571306546951
2015,0.7532855820925303
2016,0.7562755277806119
2017,0.7555733030333948
2018,0.7547163305818853
2019,0.7532359969984203
2020,0.751348360361913
2021,0.7507436658493597
2022,0.7519930900174834
