Ano,Goiás - IDH Educacao
2014,0.744716575641835
2015,0.7561291414610117
2016,0.7592317906847401
2017,0.7597074080197164
2018,0.761226263294236
2019,0.7616104690482576
2020,0.760847784416281
2021,0.7581975829995792
2022,0.7563973632722683
