Ano,Amapá
2014,0.6741569293034512
2015,0.6699884883503596
2016,0.6681692600185741
2017,0.6669119200202627
2018,0.6654493672948321
2019,0.6653993097761804
2020,0.6654356106649242
2021,0.6656570298162809
2022,0.6672622143450337
