Ano,Amapá - IDH
2008,0.7172179473185429
2009,0.7177502790058494
2010,0.7180787068568528
2011,0.7182054307871893
2012,0.7176684983164984
2013,0.7185575398428732
2014,0.7172706681631126
2015,0.7166265571767053
2016,0.7193748421362899
2017,0.7181361914214072
2018,0.7168758451869897
2019,0.7146827402039887
2020,0.7126538984043513
2021,0.7116224346229287
2022,0.7137699286795587
