Ano,Sergipe
2014,0.6904420543560605
2015,0.7003390658918732
2016,0.7006426173365891
2017,0.700973764367188
2018,0.7011531974914778
2019,0.7003489427179758
2020,0.6999261193287009
2021,0.6979194029040374
2022,0.6975484395316772
