Ano,Paraná - IDH
2008,0.78213774674211
2009,0.7829103199512777
2010,0.7835936827745351
2011,0.7841897087801596
2012,0.7843886127946128
2013,0.7854209971941639
2014,0.7857060802936776
2015,0.7855149203181507
2016,0.7883664191455094
2017,0.7875815481587377
2018,0.7867253252640775
2019,0.7850639911971754
2020,0.7830698085787368
2021,0.7827125184495309
2022,0.783959111035852
