Ano,Ceará - IDH
2008,0.7053442071471052
2009,0.7082097331869232
2010,0.7106348870927318
2011,0.7126302548613681
2012,0.7141748
2013,0.7152726999999999
2014,0.7161287583333333
2015,0.7166394881944443
2016,0.7291105224116162
2017,0.7297569335399449
2018,0.7297348365890308
2019,0.7288925490062155
2020,0.7275191443704169
2021,0.7250208847677274
2022,0.7242046015647935
