Ano,Espírito Santo - IDH
2008,0.7683828097888032
2009,0.7696376265148633
2010,0.7707666989751418
2011,0.7717746942866258
2012,0.7724172956228957
2013,0.7736187369248038
2014,0.7743369650018707
2015,0.77453171208536
2016,0.7789913372395391
2017,0.7789905497158608
2018,0.7788987815082119
2019,0.7780713980089583
2020,0.7767142523734091
2021,0.77532463895281
2022,0.7757177879485201
