Ano,Mato Grosso do Sul
2014,0.7520158393623738
2015,0.754931914287764
2016,0.7562893610411972
2017,0.7561338484085787
2018,0.7556005619002676
2019,0.7542915220730193
2020,0.7522271149887483
2021,0.7515204890786346
2022,0.7523859880857832
