Ano,Piauí
2014,0.6766611288825756
2015,0.6900043407455233
2016,0.6900956444496618
2017,0.6905588848541765
2018,0.6902460562045561
2019,0.689450243132243
2020,0.6879457197806289
2021,0.6861226033970497
2022,0.6857701127967815
