Ano,Pará - IDH
2008,0.6800303458831561
2009,0.6817039170964411
2010,0.6832521322931329
2011,0.68468121466212
2012,0.6856974572390572
2013,0.6873389120089786
2014,0.6887004880097268
2015,0.6890921953438708
2016,0.6947117320546939
2017,0.6954127986051207
2018,0.6955412348419497
2019,0.6944995289184906
2020,0.6936358497292626
2021,0.6913300178864682
2022,0.69145092860342
