Ano,Distrito Federal - IDH
2008,0.8312843929152989
2009,0.8317901704331441
2010,0.8321812433255937
2011,0.832459446633351
2012,0.8323801481481481
2013,0.8329951604938272
2014,0.8326614238683128
2015,0.8323832091906721
2016,0.8345836310637236
2017,0.8334548702513348
2018,0.8326780402741835
2019,0.831557862117291
2020,0.829063122309772
2021,0.8290688607015695
2022,0.8304387571289849
