Ano,Acre - IDH
2008,0.7056538084747028
2009,0.7075070082313131
2010,0.7090404347216752
2011,0.7102618479510534
2012,0.7110042707070706
2013,0.7118379599326597
2014,0.7123244565937149
2015,0.7121014946431911
2016,0.7200243801706033
2017,0.7197538692770217
2018,0.7204587664840237
2019,0.7193186543462077
2020,0.7175294411049539
2021,0.7149412084781315
2022,0.7153904092488707
