Ano,Rio Grande do Sul - IDH
2008,0.7785849638303272
2009,0.779262890922734
2010,0.7799756711947157
2011,0.7807255055533675
2012,0.7811711030303031
2013,0.7826853616161618
2014,0.7834924750841753
2015,0.7838668480078566
2016,0.784837798885318
2017,0.7844594169658013
2018,0.7836830003263288
2019,0.7824723639923586
2020,0.7807880334462095
2021,0.7808596728504104
2022,0.7817560067459023
