Ano,Rio Grande do Sul
2014,0.7832852989372897
2015,0.7850703632068796
2016,0.7848949416802321
2017,0.7845217545602533
2018,0.7837510049748218
2019,0.7825465508816237
2020,0.780868964598135
2021,0.7809479613797836
2022,0.7818523215052186
