Ano,Maranhão - IDH
2008,0.6562442719540826
2009,0.6589495510847052
2010,0.6612035297823856
2011,0.6630170304377327
2012,0.6641733764309764
2013,0.6655211578002246
2014,0.6658979209502432
2015,0.6661394143627635
2016,0.6779756245040189
2017,0.6777915903680206
2018,0.677136280401477
2019,0.6763304877107023
2020,0.6747241684116752
2021,0.6725172746309184
2022,0.6722006632337291
