Ano,Roraima - IDH
2008,0.736454291404755
2009,0.7365029859496336
2010,0.736470852052277
2011,0.736360236461205
2012,0.7360885090909091
2013,0.7359292181818181
2014,0.735756653030303
2015,0.7350697074494948
2016,0.7351676443411386
2017,0.733637430190333
2018,0.7325135602076361
2019,0.7300147929537849
2020,0.7282888650404925
2021,0.7273151254987191
2022,0.7298892278167844
