Ano,Mato Grosso do Sul - IDH
2008,0.7465578070572828
2009,0.7475064240947974
2010,0.7484418577321116
2011,0.7493638631057129
2012,0.7500336929292931
2013,0.7514531673400674
2014,0.7521575979517398
2015,0.7527540644477181
2016,0.7561271384244379
2017,0.7559568782812051
2018,0.7554075035794964
2019,0.7540809129958143
2020,0.7519973596317975
2021,0.7512698468710517
2022,0.7521125602229656
