Ano,Santa Catarina - IDH
2008,0.8021849585523584
2009,0.8028659881580225
2010,0.8034849578968933
2011,0.8040441827704562
2012,0.8042474505050504
2013,0.8052680713804713
2014,0.8056237439955106
2015,0.8055090559951364
2016,0.8076043928978336
2017,0.8070229740703638
2018,0.8061159717131242
2019,0.8049446964143173
2020,0.803030577906528
2021,0.8030333577162124
2022,0.804036390235868
