Ano,São Paulo - IDH
2008,0.8183812222404694
2009,0.8191499578193961
2010,0.8198032804828348
2011,0.8203435735367678
2012,0.8205498828282828
2013,0.8212623730639731
2014,0.8215342374859708
2015,0.821245423943135
2016,0.8243265379383057
2017,0.8233562232054245
2018,0.8226613344059175
2019,0.8213578193519101
2020,0.8192085302020838
2021,0.8188638511295458
2022,0.8200332921413227
