Ano,Amazonas - IDH
2008,0.7033556544537171
2009,0.7045029736247739
2010,0.7055446325228774
2011,0.7064845156298313
2012,0.7070290909090908
2013,0.7083648484848485
2014,0.7088952525252524
2015,0.7091365235690236
2016,0.7130387014080196
2017,0.7132240378996578
2018,0.7118807686178085
2019,0.7113244748557911
2020,0.7099903362063175
2021,0.7084440031341646
2022,0.709211639782725
