Ano,Paraíba - IDH
2008,0.6779586094022336
2009,0.6808492985268648
2010,0.6833062970015142
2011,0.6853436051044943
2012,0.6868460686868687
2013,0.6879999077441078
2014,0.6894999000561168
2015,0.6894582250607932
2016,0.7008003728679898
2017,0.7005094976741707
2018,0.6990103610990953
2019,0.6979203939262857
2020,0.6965495206468572
2021,0.694963113432935
2022,0.6946870328359291
