Ano,Rio de Janeiro
2014,0.7826929591961279
2015,0.7847557815293084
2016,0.7847335798501546
2017,0.7843457234728959
2018,0.7837407892431592
2019,0.7818081337198101
2020,0.7793361458761563
2021,0.778821250046716
2022,0.7803504545964174
