, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Rondônia - Produção de Cimento (t),Rondônia - IDH,Rondônia - PIB - Estadual,Rondônia - PIB - Construção Civil,Rondônia - PIB - Per Capita,Rondônia - PIB - Preços de Mercado,Rondônia - Consumo de Cimento (t),Rondônia - Desemprego
2019-10,0.4614308374651361,6135.62651489552,1.8103247511179177,0.4677800246949096,1.1888992178340692,200755003.3125,7704250.77141709,0.6484238153125712,19.946446955502577,0.7117602333259261,24735263.33068382,1493943.073961946,11.79087842122432,19217462.42248785,38.489,6.87401648322947
2019-11,0.4809638474333891,6503.475784678591,1.810689208343592,0.4677418581264003,1.1803986463970102,200840466.59722224,7700532.870941289,0.6639459805518665,20.003890347146413,0.7116308732785923,24711869.61579261,1495413.4972895945,11.788896209991393,19212396.02697417,35.591,6.859545567554657
2019-12,0.4880707035029974,6710.139809282732,1.7951280687733866,0.3766537864405559,1.202625124119571,200925929.88194448,7696814.970465488,0.6762702364056034,20.063711942587727,0.7115015132312584,24688475.900901392,1496883.9206172428,11.786913998758465,19207329.63146049,27.53,6.8450746518798455
2020-1,0.4780868565346471,4984.273772200346,1.7837222660281933,0.2398557382708152,1.2222336051272034,201011393.1666667,7693097.069989687,0.6928135217641951,20.1632605863337,0.7113721531839245,24665082.18601017,1498354.3439448914,11.784931787525537,19202263.23594681,36.086,6.830603736205033
2020-2,0.4968243101177078,6490.848993717848,1.7763512522940854,0.2942875310275005,1.2657379352792728,201096856.4513889,7688496.775112735,0.6994082193998664,20.212426813652694,0.7111628513141058,24621687.891789693,1499748.253924013,11.781890801987725,19192950.57423323,26.368,6.811014062569774
2020-3,0.5276436406795595,6329.11280018142,1.7700682300548114,0.2104204358004741,1.3297197270360337,201182319.7361112,7683896.480235783,0.7169917132426514,20.35147733108707,0.710953549444287,24578293.59756921,1501142.163903135,11.77884981644991,19183637.91251965,28.211,6.791424388934516
2020-4,0.5514832563935487,5438.685662277439,1.7717423485518018,0.1578407014561246,1.3210770153367604,201267783.0208333,7679296.185358832,0.7381890794574598,20.56003282423937,0.7107442475744683,24534899.30334873,1502536.073882257,11.775808830912098,19174325.25080607,32.154,6.771834715299257
2020-5,0.571727246976676,4325.890384068123,1.7713994319371078,0.2754963631200595,1.3505721385223486,201353246.3055556,7674695.890481881,0.7878267480042566,20.720327507817807,0.7105349457046496,24491505.00912825,1503929.983861379,11.772767845374284,19165012.58909249,40.132,6.752245041663999
2020-6,0.5981822358469298,1859.7867737551896,1.7727879108405782,0.3347220846311685,1.3583103027460413,201438709.5902778,7670095.595604929,0.8361031042589587,20.891152812181257,0.7103256438348308,24448110.71490777,1505323.893840501,11.76972685983647,19155699.92737891,47.079,6.73265536802874
2020-7,0.5846634058109625,-1737.9750802210497,1.776429863318404,0.2004611697409919,1.334950106776097,201524172.875,7665495.300727977,0.856374097154075,21.128044154037823,0.710116341965012,24404716.420687288,1506717.8038196233,11.76668587429866,19146387.26566533,52.899,6.713065694393482
2020-8,0.5757778987470635,-2734.252564575232,1.7880861649796354,0.1644387410398967,1.2921362058754833,201609636.15972224,7660895.005851026,0.8443634754934383,20.958648131084697,0.7099070400951933,24361322.126466803,1508111.7137987455,11.763644888760846,19137074.60395175,55.415,6.693476020758224
2020-9,0.5706773693369174,-5200.964446734573,1.8026901607290144,0.1497039821422163,1.2020547228889855,201695099.44444445,7656294.710974074,0.8412736310867062,20.726928198885933,0.7096977382253745,24317927.83224632,1509505.6237778675,11.760603903223032,19127761.94223817,51.237,6.6738863471229655
2020-10,0.5750107618212407,-7513.441905598956,1.8088117232622245,0.1656019320983441,1.1328306028435855,201780562.7291667,7651694.416097123,0.8293563546603034,20.57595742283773,0.7094884363555558,24274533.53802584,1510899.5337569895,11.75756291768522,19118449.28052459,50.201,6.654296673487707
2020-11,0.5711502607259824,-7678.204281396761,1.8051553259418207,0.1598002799706606,1.0625260384907056,201866026.0138889,7647094.121220171,0.8098503092393781,20.183406341102003,0.7092791344857371,24231139.24380536,1512293.4437361115,11.754521932147403,19109136.618811008,37.203,6.634706999852448
2020-12,0.5707390629664149,-8108.751196234888,1.809653920688568,0.3768834491533229,1.0208969313437328,201951489.2986112,7642493.82634322,0.7932326755691429,20.1715036070559,0.7090698326159183,24187744.94958488,1513687.3537152335,11.751480946609592,19099823.95709743,31.209,6.61511732621719
2021-1,0.5584741789594017,-11364.899736533753,1.814490796790717,0.1494165017219891,1.0107339316161985,202036952.5833333,7637893.531466268,0.802404657006611,20.23761518520779,0.7088605307460996,24144350.6553644,1515081.2636943555,11.74843996107178,19090511.29538385,35.615,6.595527652581931
2021-2,0.5747067561241442,-10055.969117056047,1.8165366850094025,0.3075207752591355,0.95449451374365,202122415.86805555,,0.8077728270418228,20.31410850117303,0.7089276559790245,24091929.857862476,1516715.1269874782,11.744633898662698,19078944.450370245,32.034,6.5936529082881785
2021-3,0.5759550380737111,-10681.371097239642,1.816216843150236,0.7502012734111935,0.892109626483549,202207879.1527778,,0.7911064588115583,20.43449957909702,0.7089947812119496,24039509.060360547,1518348.9902806012,11.74082783625362,19067377.60535664,36.93,6.591778163994427
2021-4,0.5735564747536357,-11291.78832348528,1.8089639607511407,0.2093577607665472,0.825168296080587,202293342.4375,,0.7858485486520173,20.5517915521013,0.7090619064448745,23987088.26285862,1519982.8535737242,11.737021773844535,19055810.76034304,38.24,6.589903419700674
2021-5,0.5761928928113532,-11137.018153234196,1.80696151144469,0.4520794256980545,0.7281692353422864,202378805.72222224,,0.788988536495998,20.67326021289173,0.7091290316777995,23934667.465356696,1521616.716866847,11.733215711435458,19044243.915329438,44.66,6.588028675406921
2021-6,0.5752151758047193,-11593.707790184802,1.810436957824208,0.2653548542873458,0.6217675784349498,202464269.00694445,,0.7607078967771884,20.618389590572463,0.7091961569107246,23882246.66785477,1523250.5801599696,11.729409649026376,19032677.07031583,43.439,6.586153931113168
2021-7,0.5803881044104545,-12660.940095131144,1.820325672430364,0.1386530156645338,0.6016134682921431,202549732.2916667,,0.7307097337489749,20.53386644845736,0.7092632821436495,23829825.87035285,1524884.4434530926,11.725603586617297,19021110.225302227,46.9,6.584279186819416
2021-8,0.5761249700693254,-12926.932236923987,1.833834327621637,0.4169925815107005,0.5622758730296696,202635195.5763889,,0.7303668725981315,20.27783569693924,0.7093304073765745,23777405.072850924,1526518.3067462156,11.721797524208217,19009543.380288623,49.678,6.582404442525664
2021-9,0.5732583602039819,-13554.880376356945,1.8668333099941672,0.5032112336587773,0.5648741379057796,202720658.8611111,,0.7396834288490177,20.092694355618555,0.7093975326094996,23724984.275349,1528152.1700393383,11.717991461799134,18997976.53527502,52.707,6.580529698231911
2021-10,0.5630978101265887,-13970.949207112788,1.9052579733036263,0.2150355801013577,0.5760888293945896,202806122.1458333,,0.7482567159379947,20.061186566605414,0.7094646578424245,23672563.477847077,1529786.033332461,11.714185399390054,18986409.690261416,45.872,6.578654953938158
2021-11,0.549487688796078,-13709.720991139484,1.959848447225784,0.3648852156762001,0.5405079259370922,202891585.43055555,,0.7479432847949268,20.202658308124057,0.7095317830753495,23620142.680345148,1531419.896625584,11.710379336980973,18974842.845247813,40.769,6.576780209644406
2021-12,0.5415832014189058,-14102.464839114058,2.021463941896849,0.5777481446507552,0.5511883082810292,202977048.7152778,,0.7523200574716291,20.249075234315995,0.7095989083082745,23567721.882843222,1533053.759918707,11.706573274571891,18963276.00023421,35.98,6.574905465350653
2022-1,,,,,,,,,20.37825408226167,0.7096660335411995,23515301.085341297,1534687.6232118297,11.702767212162811,18951709.155220605,36.183,6.573030721056901
2022-2,,,,,,,,,20.51023258449565,,,,,,33.051,
2022-3,,,,,,,,,20.716939594946798,,,,,,37.764,
2022-4,,,,,,,,,20.846860863395477,,,,,,39.199,
2022-5,,,,,,,,,21.01516364160021,,,,,,41.584,
2022-6,,,,,,,,,21.10932492467707,,,,,,44.223,
2022-7,,,,,,,,,21.092174825916167,,,,,,46.333,
2022-8,,,,,,,,,20.93153018790908,,,,,,49.066,
2022-9,,,,,,,,,20.81225919664956,,,,,,49.85,
2022-10,,,,,,,,,20.6879847594056,,,,,,43.733,
2022-11,,,,,,,,,20.551023686173814,,,,,,40.078,
2022-12,,,,,,,,,20.55528932742364,,,,,,40.078,
