, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),São Paulo - Consumo de Cimento (t),São Paulo - Produção de Cimento (t),São Paulo - value,São Paulo - PIB - Estadual,São Paulo - PIB - Construção Civil,São Paulo - PIB - Per Capita,São Paulo - PIB - Preços de Mercado,São Paulo - Desemprego,São Paulo - IDH
2010-9,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,1299.821,743.4785838886179,0.3292520921810696,1139094419.4229703,48646896.30990496,24.13839506853302,1000014966.5937,8.057072148546498,0.8201634758521235
2010-10,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,1231.045,745.6096089690119,0.3302107000948074,1140980027.212359,48621872.87957816,24.137369420421106,1000201623.1144284,8.056097750292334,0.8202085002732845
2010-11,0.4792117692065355,-9697.432210565865,1.9809369678190991,0.8037657062983529,0.5389303803124353,191783810.88029683,7780182.233613551,0.5889002595704534,1223.599,746.7926444424344,0.3316239830295261,1142865635.0017474,48596849.44925136,24.136343772309186,1000388279.6351564,8.055123352038173,0.8202535246944456
2010-12,0.4797986866964565,-10050.732911371206,2.016086379686157,0.7859094411250622,0.5226303587391766,191886612.0683265,7783401.997213401,0.5859531226578283,1086.738,748.3820399014473,0.3327204711358725,1144751242.7911355,48571826.01892455,24.135318124197266,1000574936.1558846,8.054148953784011,0.8202985491156067
2011-1,0.485803381917484,-10517.124472033394,2.035093128055376,0.9418321282514702,0.5232972131171288,191989413.25635612,7786621.760813251,0.5868072050415946,1046.862,749.3844898348675,0.3333285902089083,1146636850.580524,48546802.58859775,24.13429247608535,1000761592.6766129,8.05317455552985,0.8203435735367678
2011-2,0.4823188015534446,-10136.637212959104,2.0617197249168107,0.9643537751632691,0.5089693151224648,192095145.77648595,7788997.896079644,0.5919181218163453,1124.482,755.2363455492156,0.334118426458784,1148310569.7135673,48521221.84512984,24.130573132580224,1000880453.9025358,8.220283703442723,0.8203607659777273
2011-3,0.4765888567715217,-10178.562458683811,2.079526018829988,0.8509315411312844,0.4966673062887451,192200878.2966157,7791374.031346036,0.5978188398925539,1189.115,758.865408398352,0.3349062991056009,1149984288.8466103,48495641.101661935,24.126853789075096,1000999315.1284589,8.387392851355596,0.820377958418687
2011-4,0.4724763218727945,-10225.7655016099,2.095742570726438,0.9119394548460248,0.483448023435273,192306610.81674543,7793750.166612428,0.6056625101161331,1163.951,761.8670304409479,0.3359964886337364,1151658007.979654,48470060.35819403,24.12313444556997,1001118176.3543816,8.55450199926847,0.8203951508596465
2011-5,0.4647701832003508,-9993.389038138808,2.1045733049199136,0.981952980012904,0.4794375297414004,192412343.33687523,7796126.30187882,0.631128227052354,1353.267,765.0635505052736,0.3370370505372517,1153331727.1126974,48444479.614726126,24.11941510206485,1001237037.5803046,8.721611147181344,0.8204123433006061
2011-6,0.460777089427583,-9975.112230204764,2.095226448555367,0.8370840617867931,0.4943626052826666,192518075.857005,7798502.437145213,0.5950919575302004,1293.03,764.4911682640902,0.3380208907878777,1155005446.245741,48418898.87125822,24.11569575855972,1001355898.8062276,8.888720295094217,0.8204295357415657
2011-7,0.4586625612219078,-9903.241596764476,2.0859703688695106,0.865031119055218,0.4999529609128011,192623808.3771348,7800878.572411605,0.5975398841785342,1307.856,766.4948133462626,0.3388932461879473,1156679165.3787842,48393318.12779032,24.111976415054592,1001474760.0321504,9.05582944300709,0.8204467281825253
2011-8,0.4606629482097047,-9768.231853083638,2.087218082990609,0.8749809524957644,0.5104707470584671,192729540.8972645,7803254.707677998,0.5950647433019467,1392.359,769.6423990342942,0.3398919311063023,1158352884.5118277,48367737.38432242,24.108257071549467,1001593621.2580736,9.222938590919965,0.8204639206234848
2011-9,0.4606035369977562,-9679.164240091171,2.075344728788324,1.051632929733649,0.5256001504469264,192835273.4173943,7805630.84294439,0.6015952884327453,1314.434,772.6692099059504,0.3409040790568205,1160026603.6448708,48342156.64085452,24.10453772804434,1001712482.4839964,9.390047738832836,0.8204811130644445
2011-10,0.4616014514378777,-9537.77691961498,2.077328519541877,0.8454056053728413,0.5230163290600557,192941005.93752408,7808006.978210783,0.6045280531318781,1272.955,775.3074312986103,0.3419181281135349,1161700322.777914,48316575.89738661,24.100818384539213,1001831343.7099196,9.557156886745709,0.820498305505404
2011-11,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9095885485065074,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619,1277.306,776.6028403117822,0.3426228287316162,1163374041.910957,48290995.15391871,24.097099041034088,1001950204.9358424,9.724266034658584,0.8205154979463636
2011-12,0.4721630104203435,-9986.589161982563,2.076644486808949,0.9509558872325296,0.5250917546367961,193152470.9777836,7812759.248743567,0.5951869340064411,1136.326,777.1450815826139,0.3432684028887553,1165047761.0440009,48265414.4104508,24.09337969752896,1002069066.1617652,9.891375182571457,0.8205326903873232
2012-1,0.4733415062904513,-10404.150759011012,2.0905714352596823,0.7067068004037954,0.5361604483491258,193258203.49791336,7815135.384009959,0.6110671295983301,1134.419,777.0759772613668,0.3436448514530629,1166721480.1770442,48239833.6669829,24.089660354023835,1002187927.3876884,10.05848433048433,0.8205498828282828
2012-2,0.476080947409229,-9928.241624071832,2.1011962123086314,0.7404291834197307,0.547043585265198,193353913.43027985,7816645.273799296,0.5998092162889704,1195.57,782.1029263123304,0.3445451318744407,1168180577.1851983,48208533.47827361,24.08568299811414,1002271147.0610292,10.123825040659955,0.8206092570145903
2012-3,0.4859216468538039,-9880.218215766452,2.117529533577395,0.8195461604428426,0.5760461169470958,193449623.3626464,7818155.163588634,0.5994875672440965,1395.858,785.1543462229156,0.3460906532096269,1169639674.1933525,48177233.28956431,24.081705642204447,1002354366.73437,10.18916575083558,0.8206686312008978
2012-4,0.495982472496991,-10098.092464217463,2.1289644149802243,0.6810678508344918,0.5748028697718967,193545333.2950128,7819665.053377971,0.6070633278923643,1199.755,785.8701231706897,0.3474079759355953,1171098771.2015066,48145933.10085502,24.07772828629476,1002437586.4077108,10.254506461011204,0.8207280053872054
2012-5,0.4931284401808382,-9610.545103294866,2.157948049971086,0.5439273938364722,0.5455839993066408,193641043.2273793,7821174.943167307,0.6337829017520761,1339.696,787.9529268481448,0.3485165359067271,1172557868.2096608,48114632.91214573,24.073750930385064,1002520806.0810516,10.319847171186831,0.8207873795735129
2012-6,0.4947842743091953,-9553.334932170872,2.190346510129612,0.5485345391500699,0.5142239683724931,193736753.15974572,7822684.832956645,0.6091979248637831,1121.823,788.530183413663,0.3498235831562977,1174016965.217815,48083332.72343644,24.06977357447537,1002604025.7543926,10.385187881362455,0.8208467537598204
2012-7,0.4943665113324502,-9513.302050841186,2.214523649851895,0.5506897392060969,0.4886763343071003,193832463.09211224,7824194.722745982,0.6098789200190179,1336.174,791.0969939254617,0.3510891415993173,1175476062.2259693,48052032.53472714,24.06579621856568,1002687245.4277334,10.45052859153808,0.8209061279461279
2012-8,0.4915042848216534,-9248.591121065274,2.219844415701115,0.6454078839920825,0.4575820419650054,193928173.0244788,7825704.612535319,0.5983134710296607,1491.696,790.9077408873858,0.3530261199070117,1176935159.2341237,48020732.34601785,24.061818862655983,1002770465.1010742,10.515869301713709,0.8209655021324355
2012-9,0.495333786512332,-8953.98283753283,2.23523857379288,0.7409720966684825,0.4292143004039244,194023882.9568452,7827214.502324657,0.5963880599560772,1272.396,788.3601972186883,0.3552093388020507,1178394256.2422776,47989432.15730856,24.05784150674629,1002853684.7744153,10.581210011889333,0.821024876318743
2012-10,0.4926639045673969,-8835.504327700251,2.2363657278565263,0.6128687011734038,0.420275744209899,194119592.8892117,7828724.392113993,0.5956099986115735,1343.556,786.9427974907306,0.3576982622024791,1179853353.2504318,47958131.96859927,24.0538641508366,1002936904.447756,10.646550722064958,0.8210842505050505
2012-11,0.4912755604377996,-8581.940757744464,2.249359243852222,0.8852303174292789,0.44717948920874,194215302.8215782,7830234.28190333,0.6005163471467005,1292.897,785.9758095013779,0.3600673961230437,1181312450.258586,47926831.77988998,24.049886794926906,1003020124.1210968,10.711891432240584,0.821143624691358
2012-12,0.4951952296466009,-8544.01174850321,2.257490310710041,0.6836336087568325,0.4479600832678483,194311012.75394467,7831744.1716926675,0.5956513693421339,1035.843,785.2288128699278,0.3625580780229114,1182771547.26674,47895531.59118068,24.04590943901721,1003103343.7944376,10.777232142416208,0.8212029988776656
2013-1,0.5046931182782365,-8401.94723497529,2.2677230439962424,0.6001335188895731,0.4466402817276171,194406722.6863112,7833254.061482005,0.6113594968254873,1158.184,784.7940041549988,0.3649017026532591,1184230644.2748942,47864231.40247139,24.04193208310752,1003186563.4677786,10.842572852591834,0.8212623730639731
2013-2,0.5124255618774355,-7683.858924014924,2.2834910014644234,0.7074393944091001,0.44956565047477,194494304.85081053,7833744.844245157,0.6049217884945463,1125.612,785.1951615901035,0.3673827865806949,1185363616.3824568,47821741.21199864,24.038557260935388,1003172041.3982916,10.890341773770244,0.8212850284324729
2013-3,0.5277338631085374,-7874.357530363,2.30250674180213,0.7231039597573724,0.4689655756860415,194581887.01530987,7834235.627008309,0.6055953327124688,1245.517,782.6341129378766,0.3699310388280808,1186496588.490019,47779251.02152589,24.03518243876326,1003157519.3288044,10.938110694948652,0.8213076838009727
2013-4,0.5336755979317418,-7983.55089917278,2.328894103495439,0.7189617973484183,0.4808492138370067,194669469.17980924,7834726.409771461,0.6049377101169569,1291.043,779.2763599692954,0.3726050131081315,1187629560.597582,47736760.831053145,24.03180761659113,1003142997.2593172,10.98587961612706,0.8213303391694725
2013-5,0.5388021137696795,-7615.094274633246,2.34263188987848,0.7142694802829325,0.4901839320084706,194757051.34430856,7835217.192534613,0.6092086325659531,1302.749,776.1953871025271,0.375160289117813,1188762532.7051446,47694270.64058039,24.028432794419,1003128475.1898302,11.03364853730547,0.8213529945379723
2013-6,0.5488843980670126,-7352.877238643337,2.363408595693961,0.6063186036765393,0.4977501851159618,194844633.508808,7835707.975297765,0.6003939469641899,1212.871,771.730538869818,0.3778893348031306,1189895504.8127072,47651780.45010764,24.025057972246877,1003113953.1203432,11.08141745848388,0.8213756499064722
2013-7,0.5580294451821031,-7192.841626570655,2.393575578288626,0.6146829914853935,0.4941458500105189,194932215.6733073,7836198.758060917,0.588257252871006,1341.764,768.7806729638124,0.3806539969258908,1191028476.9202695,47609290.2596349,24.021683150074743,1003099431.050856,11.12918637966229,0.8213983052749719
2013-8,0.5639348917935356,-6960.548770036087,2.4314858886849344,0.7815049760427922,0.4993334599921049,195019797.83780667,7836689.54082407,0.590312709374934,1423.64,764.3841966294767,0.3835797265327876,1192161449.0278325,47566800.06916215,24.018308327902613,1003084908.9813688,11.176955300840698,0.8214209606434717
2013-9,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.804220606343285,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316,1338.662,757.1268129069294,0.386626416235369,1193294421.1353948,47524309.87868939,24.01493350573049,1003070386.9118816,11.224724222019107,0.8214436160119716
2013-10,0.584033531345466,-6919.499864502943,2.512916253999241,0.5493947941730588,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813,1362.289,749.5622537845004,0.3884574843410536,1194427393.2429576,47481819.68821664,24.01155868355836,1003055864.8423946,11.272493143197517,0.8214662713804713
2013-11,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.492337346751902,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995,1225.032,742.2815685291105,0.3899827773252887,1195560365.35052,47439329.49774389,24.008183861386225,1003041342.7729076,11.320262064375925,0.8214889267489711
2013-12,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6011934181917633,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329,1061.934,736.0198119621172,0.3914391028067922,1196693337.458083,47396839.307271145,24.0048090392141,1003026820.7034204,11.368030985554334,0.821511582117471
2014-1,0.6166578720311803,-4791.082206933234,2.625524917219098,0.8458265355767571,0.559340440568571,195457708.66030347,7839143.45463983,0.5881063236886775,1208.704,730.6064758474132,0.3931323823969563,1197826309.5656452,47354349.11679839,24.001434217041968,1003012298.6339332,11.415799906732744,0.8215342374859708
2014-2,0.6267255529646644,-3998.777950768382,2.657054580116229,0.8449975925961759,0.5677726853077433,195539057.87683183,7838649.955390375,0.5806989603027664,1204.828,726.1401064308019,0.3946933524162193,1198583182.445989,47315932.99597952,23.997232005167625,1002921414.1329148,11.453287078655888,0.8215101696907344
2014-3,0.6244938102208978,-3922.007671721373,2.686153730479649,0.9519917340746724,0.5596242995943259,195620407.09336025,7838156.45614092,0.586635485690803,1228.1189999999997,718.4748448005665,0.3956739283456435,1199340055.326332,47277516.87516064,23.99302979329328,1002830529.631896,11.490774250579031,0.8214861018954982
2014-4,0.6209952829426753,-3994.229497353106,2.7114317753143893,0.7872261937543699,0.5364320176075347,195701756.30988863,7837662.956891467,0.591883402393797,1251.41,710.5908753837838,0.3966001176341335,1200096928.2066753,47239100.754341766,23.98882758141894,1002739645.1308774,11.528261422502176,0.8214620341002619
2014-5,0.6257914627476894,-3354.8084163966905,2.7478086602191683,0.7628605212524775,0.5495264900123437,195783105.52641705,7837169.457642012,0.5752470773836221,1251.41,702.5314009391533,0.3976040388932874,1200853801.0870185,47200684.63352289,23.984625369544595,1002648760.6298589,11.56574859442532,0.8214379663050255
2014-6,0.6262539734123189,-3377.357259521218,2.7716833665507616,0.8204530479465566,0.5920559285981742,195864454.74294543,7836675.958392558,0.5716034891312047,1251.41,694.2649412267249,0.3986058246685233,1201610673.967362,47162268.512704015,23.98042315767025,1002557876.12884,11.603235766348464,0.8214138985097892
2014-7,0.6313860080878928,-3216.635878446735,2.7882412615797647,0.8622866555215983,0.5985422951333923,195945803.95947385,7836182.459143104,0.5673668679938052,1251.41,685.817997508624,0.3997034214340789,1202367546.8477054,47123852.39188513,23.97622094579591,1002466991.6278214,11.640722938271608,0.8213898307145528
2014-8,0.6429578345522896,-2885.616364724399,2.799745702635436,0.9441698267557116,0.620784457599235,196027153.17600223,7835688.959893649,0.5571115199932906,1251.41,677.1462832960354,0.4002873863286659,1203124419.7280486,47085436.271066256,23.97201873392157,1002376107.1268028,11.678210110194753,0.8213657629193166
2014-9,0.6425793355672005,-2848.963410513361,2.808315116654504,0.859855655660007,0.6235028742448315,196108502.39253065,7835195.460644195,0.5613727046660177,1251.41,668.3014576309058,0.4004498611535976,1203881292.608392,47047020.15024738,23.967816522047222,1002285222.625784,11.715697282117898,0.8213416951240803
2014-10,0.6392578161601571,-3907.107095676229,2.804908515488413,0.9527685333529272,0.6297128451395438,196189851.609059,7834701.96139474,0.561882595374384,1251.41,659.3281160066654,0.4003445656913844,1204638165.4887352,47008604.0294285,23.963614310172883,1002194338.1247654,11.753184454041042,0.821317627328844
2014-11,0.6373515694579686,-3227.51837665533,2.795899184623759,0.903484686433327,0.6229666635258632,196271200.8255874,7834208.462145286,0.5609901993899514,1251.41,650.2005714865824,0.3999904086197293,1205395038.3690786,46970187.90860963,23.95941209829854,1002103453.6237468,11.790671625964189,0.8212935595336077
2014-12,0.6360469982134822,-1917.4317974494293,2.78399183647624,0.8145209650102684,0.620227626267029,196352550.0421158,7833714.962895832,0.5583468086194056,1251.41,640.9064849964844,0.3995806741808861,1206151911.2494218,46931771.78779075,23.9552098864242,1002012569.122728,11.82815879788733,0.8212694917383714
2015-1,0.6307582587964796,-2616.8997576320057,2.7629000308796305,1.0536605772588818,0.6247636985731346,196433899.2586442,7833221.463646377,0.5643201849311866,1173.205,631.4379681011081,0.3994178700208448,1206908784.1297653,46893355.66697188,23.951007674549853,1001921684.6217096,11.865645969810474,0.821245423943135
2015-2,0.6147595881948112,-1862.845727482143,2.731373030611945,0.9343924255717088,0.6159498907536554,196510910.34709772,7832032.576236982,0.5578499948925274,1095.0,622.5733836918452,0.3989998326201833,1207401314.274481,46861391.483091086,23.948621595401285,1001870307.1518114,11.86638097531934,0.8215021834427326
2015-3,0.5970521193441455,-1788.67566224678,2.690513480186384,1.0502918609744532,0.6007740589226123,196587921.43555132,7830843.688827586,0.5538281215537108,1095.0,614.9748331224929,0.3986450784577239,1207893844.4191968,46829427.29921029,23.94623551625272,1001818929.6819133,11.867115980828205,0.8217589429423302
2015-4,0.5743851449816068,-1983.071950652572,2.644962597296267,1.1781201483239936,0.5534640279682566,196664932.5240049,7829654.801418191,0.5397104233667973,1095.0,606.6650355752402,0.3982310792664921,1208386374.5639129,46797463.11532949,23.94384943710415,1001767552.2120152,11.86785098633707,0.8220157024419277
2015-5,0.5670526867581346,-1293.4323802746076,2.593045627781998,0.981061434687602,0.5257622894811392,196741943.61245853,7828465.914008795,0.5418486420045491,1095.0,599.506245281484,0.3971622234738056,1208878904.708629,46765498.9314487,23.941463357955584,1001716174.7421168,11.868585991845936,0.8222724619415253
2015-6,0.5478333106966745,-1067.0845865121862,2.546115295902478,1.0942617674036763,0.4987332763683365,196818954.7009121,7827277.0265994,0.5400657850543165,1095.0,591.5143648361566,0.3960194058076013,1209371434.8533444,46733534.74756791,23.939077278807016,1001664797.2722188,11.8693209973548,0.8225292214411228
2015-7,0.5365873701380962,-977.4173895299176,2.494946044886325,0.8220034096531711,0.4787533394551196,196895965.7893657,7826088.139190003,0.5074060266479925,1095.0,584.8476755701635,0.3947975705219783,1209863964.9980602,46701570.56368711,23.936691199658448,1001613419.8023208,11.870056002863668,0.8227859809407203
2015-8,0.5273742665657696,-1005.6966908148006,2.438647482980156,1.1021464711143305,0.471500431076438,196972976.8778193,7824899.251780608,0.5018784506026249,1095.0,578.4065899090685,0.3934943781463882,1210356495.142776,46669606.37980631,23.93430512050988,1001562042.3324226,11.870791008372532,0.8230427404403179
2015-9,0.5254036415611213,-1039.1595055245705,2.375528331843324,0.9550162189144316,0.4754222059965265,197049987.9662729,7823710.364371212,0.4892573432807409,1095.0,570.89019385355,0.3922681465466658,1210849025.2874918,46637642.19592552,23.93191904136131,1001510664.8625244,11.871526013881397,0.8232994999399155
2015-10,0.5220003499305623,-1243.715598453343,2.3072500360953296,1.155559718430175,0.4476002509116798,197126999.05472648,7822521.476961817,0.4890711871355146,1095.0,563.9096832606239,0.3907506308387331,1211341555.4322076,46605678.01204473,23.929532962212747,1001459287.3926264,11.872261019390262,0.823556259439513
2015-11,0.5097139584731153,-1329.2467358809024,2.2426446030768825,1.0277227053462428,0.4263937170455484,197204010.14318004,7821332.589552421,0.4860587480427329,1095.0,556.1014879438101,0.3901851848488898,1211834085.5769236,46573713.82816393,23.92714688306418,1001407909.9227282,11.872996024899129,0.8238130189391106
2015-12,0.4963303303387326,-1107.7866583101536,2.1904251534185515,1.1001608888830354,0.4149277811632851,197281021.23163363,7820143.702143026,0.4784691485313357,1095.0,548.8838618094163,0.3899321727575348,1212326615.7216394,46541749.64428313,23.92476080391561,1001356532.45283,11.873731030407992,0.8240697784387081
2016-1,0.4804030314721972,-3390.8754810096625,2.1483491910676875,1.101655259880485,0.4151945630880473,197358032.3200872,7818954.81473363,0.4806328467484032,1005.0830000000004,540.796675071606,0.3906361129606112,1212819145.8663552,46509785.46040234,23.92237472476704,1001305154.982932,11.874466035916855,0.8243265379383057
2016-2,0.4582345653383405,-2667.741466194896,2.1171823395135774,0.998076311715314,0.3840895451802815,197432600.1003621,7817259.857969137,0.4731333880353363,915.166,533.8673158720998,0.3911565972578286,1212935322.2590752,46494417.63864795,23.921404556269,1001273811.7148464,11.842153505562866,0.8242456783772323
2016-3,0.4382653615092318,-2859.062558346457,2.0931033141951554,1.050583032622211,0.3756470321164557,197507167.8806371,7815564.901204644,0.4648157232951847,915.166,528.5152711668202,0.3914925818464329,1213051498.6517951,46479049.81689357,23.92043438777096,1001242468.4467608,11.809840975208871,0.8241648188161588
2016-4,0.4301790666375651,-3169.352453991868,2.072428815903636,1.0407778297845294,0.3820964756373156,197581735.66091204,7813869.944440151,0.455186748552417,915.166,522.9719329293968,0.3920215339586939,1213167675.0445151,46463681.99513918,23.919464219272918,1001211125.1786752,11.77752844485488,0.8240839592550854
2016-5,0.4219991438558282,-2883.308840862046,2.0559185514258647,1.10315093973575,0.4050692196787397,197656303.44118696,7812174.9876756575,0.4458664086781032,915.166,516.0136769609398,0.3923811547000114,1213283851.4372349,46448314.1733848,23.91849405077487,1001179781.9105896,11.74521591450089,0.824003099694012
2016-6,0.4276360353070148,-2975.6400740144,2.0383289573688583,1.208212978764004,0.4092639692637682,197730871.2214619,7810480.030911164,0.4613892521739088,915.166,512.6633315736294,0.3926827284919854,1213400027.8299549,46432946.35163041,23.91752388227683,1001148438.642504,11.712903384146898,0.8239222401329385
2016-7,0.423174444733437,-3206.2407436979347,2.0315258061610644,1.0298165732903195,0.3812478068283722,197805439.0017368,7808785.074146671,0.4322012065217192,915.166,508.5016701521377,0.3931740938761376,1213516204.2226748,46417578.52987602,23.916553713778782,1001117095.3744184,11.680590853792904,0.8238413805718651
2016-8,0.406476249562938,-3149.757781764285,2.0305724295198666,1.1556768697997215,0.3986499601282697,197880006.78201172,7807090.117382177,0.4225039481243295,915.166,504.6293287775156,0.3937551280076083,1213632380.6153948,46402210.70812164,23.915583545280743,1001085752.1063328,11.648278323438912,0.8237605210107917
2016-9,0.4024664212978491,-3439.0590351732635,2.04589542394608,1.103150436494035,0.4218717050778418,197954574.5622867,7805395.160617684,0.418532365024963,915.166,501.429635828158,0.3948463064092194,1213748557.0081148,46386842.88636725,23.9146133767827,1001054408.8382472,11.61596579308492,0.8236796614497182
2016-10,0.405117178149495,-3965.9673132275466,2.0672746138908056,1.1145072852531863,0.4224506608091278,198029142.34256163,7803700.203853191,0.4160254193180028,915.166,498.2687292607549,0.3957543971287218,1213864733.4008346,46371475.06461287,23.913643208284658,1001023065.5701612,11.58365326273093,0.8235988018886448
2016-11,0.3907469610472366,-2953.9693584836964,2.086506575082691,1.15568180602626,0.3923024529656499,198103710.1228366,7802005.247088698,0.4114160891944031,915.166,495.1889417761445,0.396681128382545,1213980909.7935543,46356107.24285848,23.91267303978661,1000991722.3020756,11.551340732376936,0.8235179423275714
2016-12,0.3851019690388544,-2879.5516234189686,2.094478154479812,1.0506184491036612,0.377390938464421,198178277.90311152,7800310.290324205,0.4077513114353103,822.2194999999992,492.3893615779724,0.3976340002144393,1214097086.1862743,46340739.4211041,23.91170287128857,1000960379.03399,11.519028202022945,0.8234370827664979
2017-1,0.3803888051781477,-5075.622232112225,2.0938758344390687,0.7810959396630986,0.3569248836113066,198252845.68338645,7798615.333559711,0.4075350767989002,729.273,489.336820283717,0.3986146803375729,1214213262.5789945,46325371.59934972,23.91073270279053,1000929035.7659044,11.486715671668954,0.8233562232054245
2017-2,0.3762996326553245,-4201.060854040392,2.101650850838241,0.8250449919080073,0.3681934792243305,198326864.97537887,7796393.517478655,0.3978047684696698,757.915,486.19022543030087,0.399210533609343,1214009356.2521255,46322448.982889645,23.910013938593178,1000864195.9016927,11.472763773642718,0.8232983158054655
2017-3,0.3800045315218657,-4604.7344280517855,2.113289173700002,0.8524307741146059,0.3837494708257729,198400884.26737133,7794171.701397599,0.3875997638487952,923.634,482.9969160780245,0.4000311601601422,1213805449.9252565,46319526.36642958,23.909295174395822,1000799356.0374812,11.45881187561648,0.8232404084055066
2017-4,0.3821056011581457,-5041.93583143556,2.127631534792117,0.7995101208234832,0.4054428465788985,198474903.55936372,7791949.885316542,0.3886971443037969,756.663,479.70036675058645,0.4008553659091711,1213601543.5983877,46316603.74996951,23.90857641019847,1000734516.1732696,11.444859977590246,0.8231825010055477
2017-5,0.3779774472025649,-4656.590400431132,2.144624778414481,0.6463345560938362,0.435891393897483,198548922.8513562,7789728.069235486,0.3866356488127153,872.715,477.4285775908996,0.4017048411467767,1213397637.2715185,46313681.13350945,23.90785764600112,1000669676.309058,11.43090807956401,0.8231245936055888
2017-6,0.3679963198646961,-5068.400972271061,2.162820271284532,1.0790560442164825,0.4573226001100615,198622942.14334863,7787506.25315443,0.388570077523086,844.988,473.6711558012959,0.4031853027319395,1213193730.9446497,46310758.51704938,23.907138881803764,1000604836.4448464,11.416956181537774,0.8230666862056298
2017-7,0.3728976057660844,-5595.499878102875,2.1827530258841654,0.6368105713319717,0.4758652393700967,198696961.4353411,7785284.437073373,0.3783354712469384,910.653,472.17400867813535,0.4047193006283545,1212989824.6177804,46307835.90058932,23.90642011760641,1000539996.5806348,11.40300428351154,0.823008778805671
2017-8,0.366903937105431,-5783.316459502323,2.20699398468004,0.545066944551691,0.4715205842663207,198770980.72733355,7783062.620992317,0.3781503578714068,937.696,469.9501787415634,0.4061054583856275,1212785918.2909114,46304913.28412925,23.90570135340906,1000475156.7164232,11.389052385485302,0.8229508714057121
2017-9,0.3589351548715466,-6001.730740495946,2.2153275867555475,0.78290954919478,0.4768271180048898,198845000.019326,7780840.8049112605,0.3776661110809737,871.611,466.64919075855306,0.4073424192068365,1212582011.9640424,46301990.66766918,23.904982589211706,1000410316.8522116,11.375100487459068,0.8228929640057532
2017-10,0.3543133490207389,-6454.887704474953,2.232466347059879,0.909681615738396,0.4754272182499585,198919019.3113184,7778618.988830204,0.3778377185871009,795.853,466.8257417157979,0.4084663839550032,1212378105.6371734,46299068.05120912,23.904263825014358,1000345476.988,11.36114858943283,0.8228350566057943
2017-11,0.3527279000225793,-6243.191420924375,2.263185047283645,1.0506140089810427,0.491301237991556,198993038.60331085,7776397.172749148,0.370057443718766,804.767,465.08774290876073,0.4096442564675802,1212174199.3103044,46296145.43474904,23.903545060817,1000280637.1237884,11.347196691406594,0.8227771492058353
2017-12,0.3672792049521601,-5909.074373680363,2.284012403287865,0.571256581329347,0.5118095547455561,199067057.8953033,7774175.356668091,0.3656492538346034,712.733,463.7695032141679,0.4110617885414309,1211970292.9834354,46293222.81828898,23.902826296619647,1000215797.2595768,11.333244793380358,0.8227192418058764
2018-1,0.359951630964679,-7507.112082157307,2.294901938999484,0.4677947795212472,0.5005214276758065,199141077.18729573,7771953.540587035,0.3696733376163027,763.665,462.4228428346731,0.4125134133533472,1211766386.6565664,46290300.20182891,23.902107532422296,1000150957.3953652,11.319292895354122,0.8226613344059175
2018-2,0.3566771125869745,-6365.607522997055,2.2942193420185,0.5842783280443261,0.4906301391980058,199211473.5675211,7769100.068513057,0.3678170211034027,727.397,462.0577238094295,0.4129598888715663,1211182286.4383907,46296016.7649685,23.901588316149105,1000074747.9866848,11.30925814392961,0.8225527081514169
2018-3,0.3495024706940896,-6480.507442523628,2.2880364237022737,0.5418064917506906,0.5232126003004083,199281869.9477465,7766246.596439078,0.3683207687170368,855.245,461.1523851959056,0.4132007723738874,1210598186.220215,46301733.32810809,23.901069099875915,999998538.5780044,11.299223392505098,0.8224440818969163
2018-4,0.3395277178203111,-5470.865705466022,2.2785452626718063,0.5299240735031111,0.515815979242938,199352266.32797185,7763393.124365101,0.3659433206644214,855.042,459.483632420989,0.4134397150377131,1210014086.0020397,46307449.89124768,23.90054988360273,999922329.169324,11.289188641080584,0.8223354556424156
2018-5,0.3254327923342447,-3673.4527105981465,2.263363965667075,0.5184624540086805,0.52140209156142,199422662.70819715,7760539.652291123,0.3622852915238501,648.867,458.8751160840827,0.4136727391413665,1209429985.7838645,46313166.45438726,23.90003066732954,999846119.7606436,11.279153889656074,0.822226829387915
2018-6,0.3206049076093145,-748.3523814090865,2.2443322394271,0.4924018064984997,0.5229599052733115,199493059.0884225,7757686.180217145,0.3628244523982531,1003.807,460.5629005559836,0.4141072612728227,1208845885.5656886,46318883.01752685,23.899511451056348,999769910.351963,11.26911913823156,0.8221182031334144
